مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,قطعة أرض,10000.0,360.0,3600000.0,صفقة,449 / أ,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,شقة,5791.0,207.0,1200000.0,صفقة,1 / 2,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2026-01-04
كامل العقار,شقة,3291.0,134.0,440000.0,صفقة,2 / 2,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-12-22
كامل العقار,قطعة أرض,2600.0,757.0,1968330.0,صفقة,345,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-01
كامل العقار,قطعة أرض,1250.0,400.0,500000.0,صفقة,399 / ع,161 / ب / 1400,الفضيلة,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,قطعة أرض,2121.0,660.0,1400000.0,صفقة,1229,365 / ج / س,الحمدانية,جدة,منطقة مكة المكرمة,2025-10-19
كامل العقار,قطعة أرض,2201.0,861.0,1894956.0,صفقة,بدون,بدون,العزيزية,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,قطعة أرض,2600.0,870.0,2262312.0,صفقة,418,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,شقة,3253.0,101.0,329000.0,صفقة,1 / 6,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-01-11
كامل العقار,شقة,2490.0,201.0,500000.0,صفقة,5,969 / س / ت,الفيصلية,جدة,منطقة مكة المكرمة,2026-01-13
كامل العقار,قطعة أرض,6400.0,500.0,3200000.0,صفقة,380,40 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,شقة,4748.0,106.0,505000.0,صفقة,3 / 1,3 / 362 / ع,الروضة,جدة,منطقة مكة المكرمة,2025-10-18
كامل العقار,شقة,6336.0,174.0,1100000.0,صفقة,1 / 1,3 / 344 / ع,الحمراء,جدة,منطقة مكة المكرمة,2025-08-27
كامل العقار,شقة,3950.0,116.0,460000.0,صفقة,4 / أ,1723 / س / ت,النزلة الشرقية,جدة,منطقة مكة المكرمة,2026-02-25
كامل العقار,قطعة أرض,3117.0,615.0,1916132.0,صفقة,425,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,7226.0,581.0,4200000.0,صفقة,315,143 / ب,الشاطئ,جدة,منطقة مكة المكرمة,2025-09-24
كامل العقار,قطعة أرض,2056.0,900.0,1850000.0,صفقة,711 / 1 / ث,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-07
كامل العقار,شقة,4366.0,120.0,523800.0,صفقة,2 / أ,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-10-14
كامل العقار,قطعة أرض,3762.0,146.0,548790.0,صفقة,بدون,بدون,الثغر,جدة,منطقة مكة المكرمة,2026-01-04
كامل العقار,شقة,1696.0,147.0,250000.0,صفقة,9,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,3800.0,1051.0,3995396.0,صفقة,129,583 / ج / س,الفردوس,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,قطعة أرض,3571.0,700.0,2500000.0,صفقة,284 / أ,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,667.0,450.0,300000.0,صفقة,1120 / 1الجزء2ر,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-10-28
كامل العقار,شقة,3409.0,147.0,500000.0,صفقة,7 / ح1,17ب,النهضة,جدة,منطقة مكة المكرمة,2026-01-13
كامل العقار,شقة,2777.0,162.0,450000.0,صفقة,2 / 3,364 / ب / المعدل,الرغامة,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,شقة,4633.0,223.0,1035000.0,صفقة,1 / ح1,3 / 167 / ع,الحمراء,جدة,منطقة مكة المكرمة,2025-11-25
كامل العقار,قطعة أرض,4000.0,500.0,2000000.0,صفقة,100,226 / ب / 1400المعدل,المحمدية,جدة,منطقة مكة المكرمة,2025-09-19
كامل العقار,شقة,3496.0,97.0,339000.0,صفقة,4 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2026-02-03
كامل العقار,شقة,3999.0,136.0,544000.0,صفقة,2 / 1,40 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-10-18
كامل العقار,قطعة أرض,853.0,375.0,320000.0,صفقة,279 / الجزء / 2ب / 1,244 / ج / س,الدرة,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,2200.0,351.0,771650.0,صفقة,213 / 1,292 / ب,الصوارى,جدة,منطقة مكة المكرمة,2025-06-23
كامل العقار,قطعة أرض,3000.0,300.0,900000.0,صفقة,372 / 2 / أ,184 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2026-01-24
كامل العقار,شقة,4052.0,296.0,1200000.0,صفقة,3 / 2,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,شقة,2633.0,197.0,518428.0,صفقة,1 / 3,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,3926.0,597.0,2342375.0,صفقة,بدون,بدون,النزلة اليمانية,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,شقة,4245.0,155.0,657000.0,صفقة,3 / ح1,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2026-01-27
كامل العقار,شقة,2675.0,222.0,595000.0,صفقة,1 / 1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2026-02-05
كامل العقار,شقة,3865.0,215.0,830000.0,صفقة,4 / 2,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-07-24
كامل العقار,قطعة أرض,1667.0,600.0,1000000.0,صفقة,195,339 / ب,الزمرد,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,شقة,4297.0,65.0,280000.0,صفقة,3 / 1,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,شقة,2406.0,187.0,450000.0,صفقة,5,730 / س / ت,الصفا,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,شقة,3369.0,134.0,450000.0,صفقة,3 / 3,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,شقة,3631.0,149.0,540000.0,صفقة,1 / 2,624 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,قطعة أرض,640.0,438.0,280000.0,صفقة,1709 / 2,597 / ج / س,الوداد,جدة,منطقة مكة المكرمة,2025-05-29
كامل العقار,شقة,2397.0,125.0,300000.0,صفقة,1 / أ,منح / 6,الرحاب,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,شقة,8771.0,161.0,1410000.0,صفقة,2 / 3,102 / ج / س,الروضة,جدة,منطقة مكة المكرمة,2025-08-28
كامل العقار,قطعة أرض,2833.0,600.0,1700000.0,صفقة,1024,295 / ب / المعدل,الأجاويد,جدة,منطقة مكة المكرمة,2025-07-02
كامل العقار,شقة,4201.0,133.0,558000.0,صفقة,2 / أ,416 / ج / س,الريان,جدة,منطقة مكة المكرمة,2025-10-02
كامل العقار,شقة,4418.0,88.0,390000.0,صفقة,16 / 433,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-11
كامل العقار,قطعة أرض,1128.0,621.0,700000.0,صفقة,1056 / و,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,قطعة أرض,750.0,1600.0,1200000.0,صفقة,1250 / ج,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,قطعة أرض,2400.0,500.0,1200000.0,صفقة,557,239 / ب,طيبة,جدة,منطقة مكة المكرمة,2026-02-19
كامل العقار,قطعة أرض,992.0,625.0,620000.0,صفقة,2227 / هـ,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,قطعة أرض,2600.0,1493.0,3881046.0,صفقة,14,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-09
كامل العقار,قطعة أرض,1905.0,263.0,500000.0,صفقة,870 / 2,204 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-10-20
كامل العقار,قطعة أرض,1551.0,432.0,670000.0,صفقة,964 / 1 / أ,99 / ج / س / المعدل,الفنار,جدة,منطقة مكة المكرمة,2025-09-03
كامل العقار,قطعة أرض,4500.0,500.0,2250000.0,صفقة,897,3 / 491 / ع / ب,النهضة,جدة,منطقة مكة المكرمة,2025-07-22
كامل العقار,قطعة أرض,2845.0,621.0,1766666.0,صفقة,912,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-24
كامل العقار,قطعة أرض,4304.0,519.0,2232460.0,صفقة,بدون,بدون,مدائن الفهد,جدة,منطقة مكة المكرمة,2026-01-18
كامل العقار,قطعة أرض,1180.0,43958.0,51870345.0,صفقة,أ / 2,1371 / س / ت,المنارات,جدة,منطقة مكة المكرمة,2025-07-05
كامل العقار,قطعة أرض,1328.0,313.0,415000.0,صفقة,131 / 1,651 / ج / س المعدل,الازدهار,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,شقة,2713.0,111.0,300000.0,صفقة,2,502 / س / ت,الفيحاء,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,شقة,4555.0,220.0,1000000.0,صفقة,7 / 2,ابحر الجنوبية,أبحر الجنوبية,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,قطعة أرض,855.0,620.0,530000.0,صفقة,154 / 2 / ص,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-09-29
كامل العقار,شقة,2706.0,157.0,425000.0,صفقة,2 / أ,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-10-09
كامل العقار,قطعة أرض,2324.0,667.0,1550000.0,صفقة,1186,209 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-09-09
كامل العقار,قطعة أرض,2253.0,375.0,845046.0,صفقة,67 / أ,239 / ب,طيبة,جدة,منطقة مكة المكرمة,2025-11-24
كامل العقار,شقة,2561.0,113.0,289000.0,صفقة,4 / 1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,قطعة أرض,917.0,900.0,825000.0,صفقة,46 / 1 / ج,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2026-01-20
كامل العقار,قطعة أرض,2488.0,139.0,345889.0,صفقة,بدون,بدون,الشرفية,جدة,منطقة مكة المكرمة,2025-05-27
كامل العقار,قطعة أرض,1913.0,575.0,1100000.0,صفقة,387,308 / ب / 1402,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-10-19
كامل العقار,شقة,3264.0,190.0,620000.0,صفقة,4 / 1,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,شقة,3267.0,159.0,520000.0,صفقة,1 / 1,المنح / 11,الصفا,جدة,منطقة مكة المكرمة,2025-06-28
كامل العقار,شقة,3310.0,166.0,550000.0,صفقة,1 / 1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,شقة,4534.0,94.0,426801.0,صفقة,1,المنح رقم 8,الصفا,جدة,منطقة مكة المكرمة,2026-01-20
كامل العقار,قطعة أرض,544.0,450.0,245000.0,صفقة,363 / 1,602 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-12-24
كامل العقار,قطعة أرض,1889.0,312.0,590000.0,صفقة,111 / 1 / و,272 / ب / 1402,الزمرد,جدة,منطقة مكة المكرمة,2025-09-21
كامل العقار,قطعة أرض,3357.0,626.0,2100000.0,صفقة,179,106 / ج / س / المعدل,الواحة,جدة,منطقة مكة المكرمة,2025-08-25
كامل العقار,قطعة أرض,5346.0,636.0,3400000.0,صفقة,975,3 / 478 / ع,الخالدية,جدة,منطقة مكة المكرمة,2025-09-14
كامل العقار,قطعة أرض,3000.0,500.0,1500000.0,صفقة,332 / 2 / ج,3 / 505 / ت,الشراع,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,قطعة أرض,1111.0,450.0,500000.0,صفقة,851 / 1الجزءب,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2026-01-12
كامل العقار,قطعة أرض,3250.0,690.0,2242500.0,صفقة,445,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,شقة,3560.0,158.0,562000.0,صفقة,1 / ح1,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2026-01-21
كامل العقار,شقة,3094.0,129.0,400000.0,صفقة,4 / أ,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-10-06
كامل العقار,قطعة أرض,667.0,900.0,600000.0,صفقة,265,600 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,شقة,2398.0,176.0,422593.0,صفقة,1 / 1,منح / 6,الرحاب,جدة,منطقة مكة المكرمة,2026-02-05
كامل العقار,قطعة أرض,6012.0,2246.0,13500000.0,صفقة,499,1839 / س ت,المرجان,جدة,منطقة مكة المكرمة,2026-01-11
كامل العقار,شقة,3390.0,133.0,450000.0,صفقة,3 / أ,586 / ج / س,حكومى,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,1833.0,900.0,1650000.0,صفقة,596,108 / ب,الأمير فواز,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,شقة,5952.0,139.0,825000.0,صفقة,4 / ح1,17ب,النهضة,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,قطعة أرض,691.0,1013.0,700000.0,صفقة,388,606 / ت,العشيرية,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,قطعة أرض,783.0,300.0,235000.0,صفقة,1584 / 2,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2026-03-01
كامل العقار,شقة,2709.0,233.0,629900.0,صفقة,2 / 1,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,قطعة أرض,3167.0,600.0,1900000.0,صفقة,841,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,شقة,5459.0,107.0,585000.0,صفقة,5 / أ,17ب,النهضة,جدة,منطقة مكة المكرمة,2026-01-08
كامل العقار,قطعة أرض,3675.0,400.0,1470000.0,صفقة,3 / 118,3 / 22 / ت,الفيصلية,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,قطعة أرض,1222.0,450.0,550000.0,صفقة,1422 / 1 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2026-01-15
كامل العقار,قطعة أرض,2230.0,258.0,575160.0,صفقة,بدون,بدون,الكيلو الرابع عشر طريق مكة المكرمة جنوب خط الاسفلت,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,425,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-26
كامل العقار,شقة,3846.0,122.0,470000.0,صفقة,2 / 1,416 / ج / س,الريان,جدة,منطقة مكة المكرمة,2026-01-01
كامل العقار,قطعة أرض,5091.0,884.0,4500000.0,صفقة,56,3 / 488 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-09-30
كامل العقار,قطعة أرض,775.0,600.0,465000.0,صفقة,106 / 2 / أ,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-09-08
كامل العقار,شقة,3115.0,149.0,465000.0,صفقة,2 / أ,421 / ج / س,أم حبلين,جدة,منطقة مكة المكرمة,2025-09-21
كامل العقار,شقة,4144.0,128.0,530000.0,صفقة,16,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-08-27
كامل العقار,قطعة أرض,746.0,537.0,400000.0,صفقة,174 / الجزء2 / ح / 1,244 / ج / س,الدرة,جدة,منطقة مكة المكرمة,2026-02-12
كامل العقار,قطعة أرض,10063.0,716.0,7200000.0,صفقة,592 / ب / 1,391 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,شقة,3361.0,141.0,475000.0,صفقة,3 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-10-11
كامل العقار,شقة,2437.0,187.0,456172.0,صفقة,4 / أ,337 / ج / س,المروة,جدة,منطقة مكة المكرمة,2026-01-12
كامل العقار,قطعة أرض,1238.0,307.0,380000.0,صفقة,1533 / 2 / جزءد,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-10-26
كامل العقار,شقة,2732.0,84.0,230000.0,صفقة,2,435 / ج / س / المعدل,المنار,جدة,منطقة مكة المكرمة,2025-09-07
كامل العقار,شقة,3374.0,133.0,450000.0,صفقة,2 / 3,48 / ب,الرغامة,جدة,منطقة مكة المكرمة,2025-08-23
كامل العقار,قطعة أرض,5437.0,178.0,968334.0,صفقة,بدون,بدون,الثعالبه,جدة,منطقة مكة المكرمة,2026-03-04
