مشاع؟,نوع العقار,سعر المتر,المساحة,سعر العملية,نوع العملية,القطعة,المخطط,الحي,المدينة,المنطقة,التاريخ
كامل العقار,قطعة أرض,806.0,868.0,700000.0,صفقة,296 / 2 / ح,244 / ج / س,الدرة,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,شقة,3259.0,109.0,355000.0,صفقة,3 / 5,260 / ب,الريان,جدة,منطقة مكة المكرمة,2026-03-04
كامل العقار,قطعة أرض,5000.0,365.0,1822550.0,صفقة,115 / 12 / 1,441 / ب,النعيم,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,شقة,3298.0,212.0,700000.0,صفقة,3 / 4,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-06-29
كامل العقار,شقة,3095.0,103.0,319000.0,صفقة,2 / 7,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-12-27
كامل العقار,شقة,4614.0,163.0,750000.0,صفقة,2 / 3,444 / ج / س,الورود,جدة,منطقة مكة المكرمة,2025-05-26
كامل العقار,قطعة أرض,2400.0,174.0,417600.0,صفقة,بدون,بدون,بدون,جدة,منطقة مكة المكرمة,2025-09-08
كامل العقار,قطعة أرض,2100.0,625.0,1312500.0,صفقة,169,377 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-11-18
كامل العقار,شقة,4791.0,175.0,840432.0,صفقة,18 / 3,30 / ب / المعدل,الصفا,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,قطعة أرض,855.0,433.0,370000.0,صفقة,119 / 1 / ي / 1,244 / ج / س,النجمة,جدة,منطقة مكة المكرمة,2026-01-18
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,258,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-02-10
كامل العقار,قطعة أرض,3068.0,400.0,1227273.0,صفقة,1 / 106,3 / 22 / ت,الفيصلية,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,قطعة أرض,1489.0,521.0,775000.0,صفقة,691 / 2 / ب,268 / ب,البشائر,جدة,منطقة مكة المكرمة,2026-03-01
كامل العقار,شقة,3277.0,131.0,430000.0,صفقة,2 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-08-21
كامل العقار,شقة,3331.0,96.0,319000.0,صفقة,4 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-02
كامل العقار,شقة,2251.0,120.0,270000.0,صفقة,14,407 / ب,الفيحاء,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,شقة,2423.0,90.0,219000.0,صفقة,2 / 1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,قطعة أرض,3944.0,1836.0,7238949.0,صفقة,50,633 / ج / س,المرجان,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,قطعة أرض,1554.0,451.0,700000.0,صفقة,80 / 1 / ج,393 / ب / المعدل,الفنار,جدة,منطقة مكة المكرمة,2025-08-10
كامل العقار,شقة,3460.0,118.0,410000.0,صفقة,2 / أ,421 / ج / س,أم حبلين,جدة,منطقة مكة المكرمة,2025-12-11
كامل العقار,قطعة أرض,1500.0,600.0,900000.0,صفقة,890 / أ,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,قطعة أرض,8000.0,288.0,2300000.0,صفقة,587 / 1,309 / ب,الصوارى,جدة,منطقة مكة المكرمة,2025-11-14
كامل العقار,قطعة أرض,1419.0,620.0,880000.0,صفقة,606,315 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-09-18
كامل العقار,قطعة أرض,2600.0,1493.0,3881072.0,صفقة,81,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,شقة,3519.0,182.0,639000.0,صفقة,1 / ح1,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-10-14
كامل العقار,قطعة أرض,2867.0,353.0,1013060.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2025-09-11
كامل العقار,شقة,3027.0,248.0,750000.0,صفقة,2 / ح1,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-07-09
كامل العقار,قطعة أرض,3800.0,945.0,3591988.0,صفقة,48,583 / ج / س,الفردوس,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,قطعة أرض,5133.0,300.0,1540000.0,صفقة,894 / 2,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2026-02-13
كامل العقار,شقة,5528.0,130.0,720000.0,صفقة,2 / 1,بدون,الروضة,جدة,منطقة مكة المكرمة,2025-06-01
كامل العقار,شقة,4451.0,169.0,750000.0,صفقة,2 / ح1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,شقة,1295.0,154.0,200000.0,صفقة,7,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-02
كامل العقار,شقة,4064.0,186.0,755000.0,صفقة,2 / 3,3 / 132 / ع,الفيصلية,جدة,منطقة مكة المكرمة,2025-10-09
كامل العقار,قطعة أرض,1373.0,612.0,840000.0,صفقة,19 / 7 / ج,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-08-18
كامل العقار,قطعة أرض,1900.0,900.0,1710000.0,صفقة,873,621 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-06-23
كامل العقار,شقة,2800.0,266.0,745198.0,صفقة,1 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-12-07
كامل العقار,شقة,3467.0,107.0,370000.0,صفقة,4 / أ,3 / 11 / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,قطعة أرض,2600.0,747.0,1942668.0,صفقة,313,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-01-06
كامل العقار,شقة,2257.0,199.0,450000.0,صفقة,1 / 1,378 / ج / س,النخيل,جدة,منطقة مكة المكرمة,2025-08-21
كامل العقار,شقة,4186.0,135.0,565000.0,صفقة,1 / 2,3 / 79 / ع,العزيزية,جدة,منطقة مكة المكرمة,2026-01-14
كامل العقار,شقة,3707.0,106.0,392200.0,صفقة,4 / أ,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-25
كامل العقار,قطعة أرض,3550.0,708.0,2514642.0,صفقة,61,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,429,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-25
كامل العقار,قطعة أرض,4243.0,1846.0,7830882.0,صفقة,4 / ب,1260 / س / ت,الشاطى,جدة,منطقة مكة المكرمة,2026-01-01
كامل العقار,قطعة أرض,656.0,450.0,295000.0,صفقة,1909 / 1,599 / ج / س,الندى,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,قطعة أرض,3335.0,146.0,486929.0,صفقة,بدون,بدون,الكيلو الرابع عشر طريق مكة المكرمة جنوب خط الاسفلت,جدة,منطقة مكة المكرمة,2026-02-03
كامل العقار,شقة,8708.0,157.0,1370000.0,صفقة,4 / 3,102 / ج / س,الروضة,جدة,منطقة مكة المكرمة,2025-09-02
كامل العقار,قطعة أرض,1461.0,1701.0,2485940.0,صفقة,71,549 / ج / ص,الوادي,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,شقة,1740.0,172.0,300000.0,صفقة,3 / أ,338 / ج / س,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,قطعة أرض,1056.0,900.0,950000.0,صفقة,1100 / 1 / ش,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-11-10
كامل العقار,شقة,1794.0,255.0,458000.0,صفقة,2 / ح1,434 / ج / س,ام حبلين الغربية,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,قطعة أرض,4956.0,250.0,1238980.0,صفقة,بدون,بدون,الشرفية,جدة,منطقة مكة المكرمة,2026-02-01
كامل العقار,شقة,3379.0,163.0,550335.0,صفقة,5 / 5,3 / 127 / ع,مشرفة,جدة,منطقة مكة المكرمة,2025-08-12
كامل العقار,قطعة أرض,3795.0,78.0,295896.0,صفقة,بدون,بدون,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-05-29
كامل العقار,قطعة أرض,3565.0,10675.0,38059833.0,صفقة,بدون,بدون,الشرفية,جدة,منطقة مكة المكرمة,2025-06-14
كامل العقار,قطعة أرض,667.0,900.0,600000.0,صفقة,425 / ج,169 / ج / س,الوفاء,جدة,منطقة مكة المكرمة,2025-09-11
كامل العقار,شقة,2909.0,90.0,262000.0,صفقة,3 / 3,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-07-23
كامل العقار,شقة,3330.0,141.0,469000.0,صفقة,3 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,قطعة أرض,3176.0,301.0,955625.0,صفقة,703 / ب,326 / ب,الحمدانية,جدة,منطقة مكة المكرمة,2026-03-03
كامل العقار,شقة,3139.0,164.0,515000.0,صفقة,3 / 1,408 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-11-27
كامل العقار,قطعة أرض,10000.0,360.0,3600000.0,صفقة,449 / ب,3 / 468 / ع,الزهراء,جدة,منطقة مكة المكرمة,2025-07-10
كامل العقار,شقة,3180.0,236.0,750000.0,صفقة,2 / ح1,المنح رقم 3,مشرفة,جدة,منطقة مكة المكرمة,2025-06-23
كامل العقار,قطعة أرض,8696.0,506.0,4400000.0,صفقة,13,684 / س / ت,الشرفية,جدة,منطقة مكة المكرمة,2026-01-05
كامل العقار,شقة,2229.0,196.0,435784.0,صفقة,3 / 1597,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-12-07
كامل العقار,قطعة أرض,3846.0,624.0,2400000.0,صفقة,316,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-08-13
كامل العقار,شقة,1880.0,223.0,420000.0,صفقة,8,9 / ج / س,الصفا,جدة,منطقة مكة المكرمة,2026-01-25
كامل العقار,قطعة أرض,2340.0,379.0,886020.0,صفقة,بدون,بدون,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-07-27
كامل العقار,قطعة أرض,1281.0,780.0,1000000.0,صفقة,333,269 / ب / 1402,الصالحية,جدة,منطقة مكة المكرمة,2025-09-10
كامل العقار,قطعة أرض,887.0,620.0,550000.0,صفقة,920 / 2 / م,244 / ج / س,جوهرة العروس بذهبان غرب طريق المدينة,جدة,منطقة مكة المكرمة,2025-08-17
كامل العقار,قطعة أرض,1515.0,660.0,1000000.0,صفقة,1431,385 / ج / س,الحمدانية,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,شقة,1828.0,219.0,400000.0,صفقة,2 / 2,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,قطعة أرض,5282.0,312.0,1650000.0,صفقة,172 مكرر / 1 / ح,272 / ب / 1402,الزمرد,جدة,منطقة مكة المكرمة,2025-08-13
كامل العقار,شقة,3160.0,190.0,600000.0,صفقة,4 / 6,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-09-17
كامل العقار,شقة,3002.0,190.0,570000.0,صفقة,4 / 1,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-08-19
كامل العقار,شقة,2440.0,272.0,663591.0,صفقة,2 / 1,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,4500.0,99.0,445000.0,صفقة,1 / 1,444 / ج / س,الفيحاء,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,قطعة أرض,4101.0,107.0,439245.0,صفقة,بدون,بدون,الفضل,جدة,منطقة مكة المكرمة,2025-09-18
كامل العقار,قطعة أرض,9401.0,77.0,724910.0,صفقة,بدون,بدون,مدائن الفهد,جدة,منطقة مكة المكرمة,2026-02-19
كامل العقار,شقة,3206.0,178.0,570000.0,صفقة,1 / ح1,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2026-01-21
كامل العقار,قطعة أرض,1300.0,270.0,351000.0,صفقة,23 / 3 / ج,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-09-02
كامل العقار,قطعة أرض,2600.0,743.0,1931072.0,صفقة,380,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,قطعة أرض,4569.0,432.0,1975695.0,صفقة,بدون,بدون,مدائن الفهد,جدة,منطقة مكة المكرمة,2025-10-27
كامل العقار,قطعة أرض,5000.0,2093.0,10464350.0,صفقة,305,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2026-01-26
كامل العقار,قطعة أرض,723.0,899.0,650000.0,صفقة,777 / 2 / ل,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,شقة,7377.0,207.0,1530000.0,صفقة,1 / ح1,بدون,الروضة,جدة,منطقة مكة المكرمة,2025-09-28
كامل العقار,شقة,3617.0,94.0,338668.0,صفقة,1 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-05-29
كامل العقار,شقة,4024.0,164.0,660000.0,صفقة,1 / 1,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-05-29
كامل العقار,شقة,3493.0,110.0,385000.0,صفقة,4 / 4,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-11-17
كامل العقار,قطعة أرض,2600.0,758.0,1970592.0,صفقة,353,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-30
كامل العقار,قطعة أرض,644.0,450.0,290000.0,صفقة,997 / 1 / 2ر,244 / ج / س,الفرقان,جدة,منطقة مكة المكرمة,2025-06-18
كامل العقار,قطعة أرض,2029.0,690.0,1400000.0,صفقة,337,414 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-12-10
كامل العقار,قطعة أرض,989.0,374.0,370000.0,صفقة,بدون,بدون,بريمان,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,شقة,4229.0,169.0,715000.0,صفقة,3 / 1,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2026-01-07
كامل العقار,قطعة أرض,2600.0,750.0,1950000.0,صفقة,251,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-02-10
كامل العقار,قطعة أرض,2674.0,362.0,968700.0,صفقة,بدون,بدون,غليل,جدة,منطقة مكة المكرمة,2025-10-16
كامل العقار,شقة,3035.0,125.0,380000.0,صفقة,16,391 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-08-14
كامل العقار,قطعة أرض,4358.0,352.0,1535072.0,صفقة,3748,3 / 477 / ع,النزهة,جدة,منطقة مكة المكرمة,2025-09-03
كامل العقار,قطعة أرض,1838.0,588.0,1080000.0,صفقة,1008 / ج,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-09-14
كامل العقار,شقة,3682.0,146.0,539000.0,صفقة,2 / 2,433 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-06-26
كامل العقار,قطعة أرض,5325.0,308.0,1640000.0,صفقة,546 / 2,308 / ب,المنارات,جدة,منطقة مكة المكرمة,2025-07-02
كامل العقار,شقة,2919.0,206.0,601301.0,صفقة,2 / أ,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-09-01
كامل العقار,شقة,2898.0,197.0,570666.0,صفقة,3 / 5,9 / 2944 / 1 / س المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-08-12
كامل العقار,شقة,3716.0,196.0,730000.0,صفقة,2 / 1,3 / 267 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-06-24
كامل العقار,قطعة أرض,4167.0,300.0,1250000.0,صفقة,1241 / الجزء أ / 1,290 / ب / 1402,الرحمانية,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,شقة,9170.0,117.0,1076236.0,صفقة,8 / 1,بدون,السلامة,جدة,منطقة مكة المكرمة,2026-02-11
كامل العقار,قطعة أرض,4074.0,810.0,3300000.0,صفقة,269 / 18,82 / ب,الصفا,جدة,منطقة مكة المكرمة,2025-07-06
كامل العقار,قطعة أرض,917.0,600.0,550000.0,صفقة,1386 / 2 / أ,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-10-08
كامل العقار,شقة,2338.0,222.0,520000.0,صفقة,6,432 / ج / س,المروة,جدة,منطقة مكة المكرمة,2025-08-20
كامل العقار,شقة,2931.0,171.0,500000.0,صفقة,1 / ح1,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,5035.0,636.0,3200000.0,صفقة,46 / أ,121 / س / ت,الرحاب,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,شقة,4422.0,165.0,730000.0,صفقة,2 / أ,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-09-14
كامل العقار,شقة,2935.0,198.0,580000.0,صفقة,2 / 3,260 / ب,الريان,جدة,منطقة مكة المكرمة,2025-07-20
كامل العقار,قطعة أرض,1667.0,690.0,1150000.0,صفقة,374,365 / ج / س,الحمدانية,جدة,منطقة مكة المكرمة,2025-08-24
كامل العقار,شقة,2679.0,112.0,300000.0,صفقة,1 / 2,3 / 206 / ع,السليمانية,جدة,منطقة مكة المكرمة,2025-11-04
كامل العقار,شقة,3666.0,120.0,439000.0,صفقة,2 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,قطعة أرض,8889.0,900.0,8000000.0,صفقة,261,3 / 63 / 1 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-07-24
كامل العقار,قطعة أرض,2600.0,1500.0,3900000.0,صفقة,77,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-16
كامل العقار,قطعة أرض,8500.0,788.0,6693750.0,صفقة,38,132 / ب,الروضة,جدة,منطقة مكة المكرمة,2025-07-21
كامل العقار,قطعة أرض,4616.0,92.0,425237.0,صفقة,بدون,بدون,الصحيفة,جدة,منطقة مكة المكرمة,2025-06-15
كامل العقار,شقة,1678.0,179.0,300000.0,صفقة,1 / ح1,363 / ج / س,أم السلم,جدة,منطقة مكة المكرمة,2025-12-23
كامل العقار,قطعة أرض,1120.0,313.0,350000.0,صفقة,1652 / 1 / د,184 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-06-28
كامل العقار,شقة,3070.0,147.0,450000.0,صفقة,1 / 1,480 / ج / س / المعدل,الفيحاء,جدة,منطقة مكة المكرمة,2025-08-25
كامل العقار,قطعة أرض,3251.0,147.0,477930.0,صفقة,بدون,بدون,الشرفية,جدة,منطقة مكة المكرمة,2025-10-12
كامل العقار,شقة,2658.0,180.0,477348.0,صفقة,1 / 1,620220020823 / س / المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-07-15
كامل العقار,شقة,3435.0,163.0,560000.0,صفقة,5 / 2,منح / 5,العزيزية,جدة,منطقة مكة المكرمة,2025-06-25
كامل العقار,قطعة أرض,1913.0,575.0,1100000.0,صفقة,479,209 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-10-06
كامل العقار,شقة,2620.0,180.0,470546.0,صفقة,4 / 7,620220020823 / س / المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-07-30
كامل العقار,قطعة أرض,1500.0,600.0,900000.0,صفقة,287 / 5 / ب,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-08-31
كامل العقار,شقة,4228.0,171.0,722222.0,صفقة,1 / 2,3 / 339 / ع,السلامة,جدة,منطقة مكة المكرمة,2026-01-01
كامل العقار,قطعة أرض,4481.0,424.0,1900000.0,صفقة,779 / 1,249 / ج / س / المعدل,طيبة,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,قطعة أرض,2600.0,690.0,1794000.0,صفقة,248,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-02-08
كامل العقار,شقة,3734.0,129.0,480000.0,صفقة,3 / 2,183 / ب / 1400,السليمانية,جدة,منطقة مكة المكرمة,2025-08-21
كامل العقار,شقة,4448.0,89.0,395000.0,صفقة,1 / 2,40 / ب,النعيم,جدة,منطقة مكة المكرمة,2025-07-22
كامل العقار,قطعة أرض,1970.0,609.0,1200000.0,صفقة,191,209 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-10-22
كامل العقار,شقة,4819.0,135.0,650000.0,صفقة,2 / أ,32 / ب,السلامة,جدة,منطقة مكة المكرمة,2025-08-05
كامل العقار,شقة,3235.0,123.0,399000.0,صفقة,4 / 4,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-12-29
كامل العقار,قطعة أرض,6511.0,313.0,2034789.0,صفقة,59 / أ,167 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,شقة,3578.0,106.0,380000.0,صفقة,11,444 / ج / س,مطار جدة القديم,جدة,منطقة مكة المكرمة,2025-12-14
كامل العقار,قطعة أرض,2600.0,2184.0,5677932.0,صفقة,45,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-11-23
كامل العقار,شقة,3167.0,215.0,680000.0,صفقة,18,بدون,الحمراء,جدة,منطقة مكة المكرمة,2025-06-19
كامل العقار,قطعة أرض,1600.0,400.0,640000.0,صفقة,792,243 / ب,الياقوت,جدة,منطقة مكة المكرمة,2025-05-28
كامل العقار,شقة,3876.0,125.0,485000.0,صفقة,1 / 1,3 / 145 / ع,العزيزية,جدة,منطقة مكة المكرمة,2025-10-07
كامل العقار,قطعة أرض,1253.0,750.0,940000.0,صفقة,629,10 / ج / س / المعدل,النعيم,جدة,منطقة مكة المكرمة,2025-08-31
كامل العقار,شقة,4557.0,167.0,760000.0,صفقة,1 / 5,3 / 477 / ع / المعدل,النزهة,جدة,منطقة مكة المكرمة,2025-10-19
كامل العقار,قطعة أرض,833.0,1200.0,1000000.0,صفقة,830 / أ,541 / ج / س,الصفوة,جدة,منطقة مكة المكرمة,2025-05-26
كامل العقار,قطعة أرض,2600.0,750.0,1949974.0,صفقة,175,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,قطعة أرض,3150.0,707.0,2227018.0,صفقة,732,351 / ج / س,مريخ,جدة,منطقة مكة المكرمة,2025-11-20
كامل العقار,شقة,4255.0,230.0,980000.0,صفقة,2 / أ,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,قطعة أرض,2176.0,625.0,1360000.0,صفقة,206,253 / ب / المعدل,الصوارى,جدة,منطقة مكة المكرمة,2025-06-15
كامل العقار,شقة,3944.0,120.0,475000.0,صفقة,1 / 3,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-17
كامل العقار,شقة,3598.0,128.0,459000.0,صفقة,3 / 2,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,قطعة أرض,2600.0,892.0,2319200.0,صفقة,399,144 / ب المعدل,الياقوت,جدة,منطقة مكة المكرمة,2026-01-04
كامل العقار,شقة,4927.0,61.0,300000.0,صفقة,1 / 2,3 / 339 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-11-05
كامل العقار,قطعة أرض,6000.0,450.0,2700000.0,صفقة,41 / 6 / 6 / د,3 / 372 / ع,الشاطئ,جدة,منطقة مكة المكرمة,2025-12-03
كامل العقار,شقة,3333.0,171.0,571428.0,صفقة,1 / 2,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-10-23
كامل العقار,شقة,4610.0,119.0,550700.0,صفقة,1 / 3,3 / 477 / ع / المعدل,النزهة,جدة,منطقة مكة المكرمة,2025-12-02
كامل العقار,شقة,3249.0,152.0,495000.0,صفقة,4 / 3,588 / ج / س,الواحة,جدة,منطقة مكة المكرمة,2025-08-27
كامل العقار,شقة,3923.0,208.0,815000.0,صفقة,1 / أ,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-07-04
كامل العقار,قطعة أرض,1348.0,660.0,890000.0,صفقة,521 / ب,269 / ب,الصالحية,جدة,منطقة مكة المكرمة,2025-12-08
كامل العقار,شقة,3773.0,172.0,649000.0,صفقة,2 / ح1,656 / ج / س,المنار,جدة,منطقة مكة المكرمة,2025-12-09
كامل العقار,قطعة أرض,3505.0,314.0,1100348.0,صفقة,بدون,بدون,النزلة اليمانية,جدة,منطقة مكة المكرمة,2025-10-21
كامل العقار,قطعة أرض,2645.0,150.0,396842.0,صفقة,بدون,بدون,العزيزية,جدة,منطقة مكة المكرمة,2026-02-11
كامل العقار,قطعة أرض,5213.0,785.0,4093508.0,صفقة,247 / أ,ابحر الجنوبية,أبحر الجنوبية,جدة,منطقة مكة المكرمة,2025-11-09
كامل العقار,شقة,4108.0,128.0,525000.0,صفقة,1 / 2,3 / 238 / ع,السلامة,جدة,منطقة مكة المكرمة,2025-12-21
كامل العقار,قطعة أرض,1335.0,2024.0,2701946.0,صفقة,936,621 / ج / س,الرياض,جدة,منطقة مكة المكرمة,2025-12-21
كامل العقار,قطعة أرض,517.0,252.0,130000.0,صفقة,1442 / 2,598 / ج / س,الوداد,جدة,منطقة مكة المكرمة,2025-12-04
كامل العقار,قطعة أرض,6833.0,336.0,2295972.0,صفقة,870 / د / أ,440 / ب / 1405,أبحر الشمالية,جدة,منطقة مكة المكرمة,2025-12-30
كامل العقار,شقة,3048.0,148.0,450000.0,صفقة,4 / أ,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-11-13
كامل العقار,شقة,1941.0,129.0,250000.0,صفقة,4 / 2,30 / ب / المعدل,الصفا,جدة,منطقة مكة المكرمة,2026-01-04
كامل العقار,شقة,2842.0,106.0,300000.0,صفقة,2 / 1,3 / 471 / ع,الربوه,جدة,منطقة مكة المكرمة,2026-02-01
كامل العقار,قطعة أرض,811.0,925.0,750000.0,صفقة,993 / 1 / ط,244 / ج / س,جوهرة العروس,جدة,منطقة مكة المكرمة,2026-03-07
كامل العقار,قطعة أرض,1505.0,432.0,650000.0,صفقة,197 / 2 / 5 / ب,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2026-01-28
كامل العقار,قطعة أرض,2395.0,392.0,939869.0,صفقة,بدون,بدون,بترومين,جدة,منطقة مكة المكرمة,2026-01-21
كامل العقار,قطعة أرض,839.0,310.0,260000.0,صفقة,501 / 1 / 2س,244 / ج / س,الجزيرة,جدة,منطقة مكة المكرمة,2025-11-19
كامل العقار,قطعة أرض,1667.0,300.0,500000.0,صفقة,650 / ب / ب,99 / ج / س / المعدل,البحيرات,جدة,منطقة مكة المكرمة,2025-09-25
كامل العقار,شقة,3244.0,170.0,550000.0,صفقة,1 / أ,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,قطعة أرض,3250.0,200.0,650000.0,صفقة,680 / 2 / ب,393 / ب / المعدل,الفنار,جدة,منطقة مكة المكرمة,2025-12-15
كامل العقار,شقة,4225.0,151.0,640000.0,صفقة,2 / 2,424 / ج / س,الصوارى,جدة,منطقة مكة المكرمة,2025-09-21
كامل العقار,شقة,2973.0,229.0,680000.0,صفقة,1 / أ,101 / ب / 1400,القرينية,جدة,منطقة مكة المكرمة,2025-06-17
كامل العقار,شقة,3433.0,189.0,650000.0,صفقة,2 / 3,258 / ج / س / المعدل,الأمير عبد المجيد,جدة,منطقة مكة المكرمة,2025-09-15
كامل العقار,شقة,1930.0,222.0,428104.0,صفقة,2 / 2,620220020823 / س / المعدل2,بدون,جدة,منطقة مكة المكرمة,2025-12-30
